lat,lng,sum,adult,animal,children,baby,elderly
-29.9969558,-51.1316276,3,2,1,0,0,0
-29.9968759,-51.0496313,2,0,2,0,0,0
-29.9968646,-51.3047372,51,1,50,0,0,0
-29.9968073,-51.1910988,4,4,0,0,0,0
-29.9967789,-51.3059243,4,3,1,0,0,0
-29.996713,-51.3241018,10,7,3,0,0,0
-29.996676,-51.1292442,2,0,2,0,0,0
-29.9966531,-51.323906,3,2,0,0,0,1
-29.9966299,-51.3263543,5,3,0,0,1,1
-29.9966158,-51.1958406,15,10,5,0,0,0
-29.996596,-51.1975711,1,1,0,0,0,0
-29.996594,-51.3048532,21,1,20,0,0,0
-29.9965353,-51.311574,2,0,2,0,0,0
-29.9965213,-51.3171736,5,3,0,0,0,2
-29.9965008,-51.3271184,2,0,2,0,0,0
-29.9964833,-51.3106344,15,10,3,0,0,2
-29.9964478,-51.3171723,5,3,0,0,2,0
-29.9964194,-51.3170984,2,1,1,0,0,0
-29.9964022,-51.313334,7,0,7,0,0,0
-29.9963592,-51.0903074,5,5,0,0,0,0
-29.996338,-51.3254453,5,3,0,0,0,1
-29.9963042,-51.3266217,16,15,0,0,1,0
-29.9962983,-51.3174607,2,2,0,0,0,0
-29.996196,-51.3096495,9,4,3,0,0,2
-29.9961771,-51.326207,2,2,0,0,0,0
-29.996165,-51.1296232,15,11,3,0,0,1
-29.9961632,-51.3141346,3,3,0,0,0,0
-29.9960359,-51.1974684,1,0,1,0,0,0
-29.9960006,-51.3059141,6,2,4,0,0,0
-29.995942,-51.3178659,3,3,0,0,0,0
-29.9957442,-51.3175941,9,6,2,0,0,0
-29.9957414,-51.318378,4,4,0,0,0,0
-29.9956602,-51.3255055,21,19,2,0,0,0
-29.9955952,-51.3092028,6,4,2,0,0,0
-29.9955542,-51.1996652,2,0,0,0,0,2
-29.995503,-51.3263479,1,1,0,0,0,0
-29.9954042,-51.1956597,1,1,0,0,0,0
-29.9953031,-51.3086232,24,23,1,0,0,0
-29.9952349,-51.198075,4,3,0,0,0,1
-29.9951806,-51.0553379,7,1,6,0,0,0
-29.995069,-51.2997536,31,1,30,0,0,0
-29.9949899,-51.303914,6,3,3,0,0,0
-29.9948164,-51.316815,30,26,2,0,0,2
-29.9947923,-51.3038366,3,0,3,0,0,0
-29.994583,-51.3265488,1,1,0,0,0,0
-29.9944708,-51.2010838,4,4,0,0,0,0
-29.9941611,-51.3266355,6,0,6,0,0,0
-29.9941077,-51.3113605,8,6,1,0,0,1
-29.9940923,-51.1895848,2,0,1,0,0,1
-29.9940265,-51.1983911,1,1,0,0,0,0
-29.9939947,-51.3137844,9,8,0,0,0,1
-29.9939909,-51.313423,1,1,0,0,0,0
-29.993978,-51.3263014,3,3,0,0,0,0
-29.9939722,-51.1365047,1,1,0,0,0,0
-29.9939539,-51.3265986,6,5,1,0,0,0
-29.9939407,-51.2012712,10,5,5,0,0,0
-29.9939039,-51.199032,2,0,1,0,0,0
-29.9938367,-51.1920359,15,1,14,0,0,0
-29.9937989,-51.326557,4,3,0,0,0,1
-29.9936878,-51.1367859,7,4,2,0,0,1
-29.9936513,-51.3259994,6,4,1,0,0,1
-29.9936461,-51.1997708,2,0,2,0,0,0
-29.9936398,-51.3015341,2,2,0,0,0,0
-29.9935253,-51.324314,6,6,0,0,0,0
-29.9935202,-51.314071,6,2,2,0,0,2
-29.9934694,-51.191858,2,2,0,0,0,0
-29.9934606,-51.3018032,1,1,0,0,0,0
-29.993373,-51.2724788,2,0,2,0,0,0
-29.9933187,-51.2271568,1,1,0,0,0,0
-29.9932905,-51.1934026,4,3,0,0,0,1
-29.9932488,-51.0983207,2,1,0,0,0,0
-29.9932369,-51.3258906,5,2,2,0,0,0
-29.9931118,-51.199947,4,4,0,0,0,0
-29.9930855,-51.3247341,2,1,1,0,0,0
-29.9930812,-51.1916463,5,4,0,0,0,0
-29.9930686,-51.3258464,4,2,0,0,0,1
-29.9930592,-51.2010017,1,1,0,0,0,0
-29.9930186,-51.3258333,2,1,1,0,0,0
-29.9930041,-51.1937587,0,0,0,0,0,0
-29.9929917,-51.3247076,12,8,3,0,0,1
-29.9928631,-51.313631,11,10,1,0,0,0
-29.9927382,-51.3146851,5,0,5,0,0,0
-29.9926909,-51.1919588,2,0,0,0,0,2
-29.9926039,-51.1920237,2,0,0,0,0,2
-29.9924032,-51.3109596,2,2,0,0,0,0
-29.9922486,-51.3159485,5,4,1,0,0,0
-29.9922198,-51.3126381,2,1,1,0,0,0
-29.9921811,-51.3256253,2,2,0,0,0,0
-29.9921305,-51.3256123,2,1,1,0,0,0
-29.9920528,-51.1956014,4,4,0,0,0,0
-29.9920186,-51.1968615,30,30,0,0,0,0
-29.9917419,-51.1919956,5,4,1,0,0,0
-29.9916856,-51.3131799,2,1,1,0,0,0
-29.9915486,-51.1921265,4,4,0,0,0,0
-29.9914754,-51.311725,3,3,0,0,0,0
-29.9914357,-51.3154725,4,4,0,0,0,0
-29.9914008,-51.1219552,11,11,0,0,0,0
-29.9912077,-51.1197305,2,2,0,0,0,0
-29.9910961,-51.1906172,2,2,0,0,0,0
-29.9910878,-51.3128093,12,12,0,0,0,0
-29.9909534,-51.3136206,12,8,4,0,0,0
-29.9909381,-51.1899322,4,4,0,0,0,0
-29.9909301,-51.3151913,4,2,2,0,0,0
-29.9905756,-51.1363354,4,2,2,0,0,0
-29.9904327,-51.3133446,9,4,5,0,0,0
-29.9904,-51.190099,14,10,2,0,2,0
-29.9902584,-51.1901891,3,3,0,0,0,0
-29.9902258,-51.3125152,17,0,0,0,0,17
-29.9902043,-51.309363,5,0,5,0,0,0
-29.9902029,-51.1961372,3,2,0,0,0,2
-29.9901404,-51.1760845,3,2,1,0,0,0
-29.9901249,-51.1355213,3,0,3,0,0,0
-29.9900911,-51.1357252,6,3,3,0,0,0
-29.9900242,-51.1345135,30,0,30,0,0,0
-29.9899356,-51.1228085,2,2,0,0,0,0
-29.9898265,-51.1690576,2,0,0,0,0,2
-29.9897238,-51.309313,2,2,0,0,0,0
-29.9897151,-51.1979853,3,0,3,0,0,0
-29.9895966,-51.1886395,1,0,1,0,0,0
-29.9895778,-51.3093034,2,2,0,0,0,0
-29.9895203,-51.3046042,5,3,1,0,1,0
-29.9894237,-51.1899421,2,2,0,0,0,0
-29.9893948,-51.1956161,3,3,0,0,0,0
-29.9893923,-51.200325,7,6,0,0,0,1
-29.9893749,-51.1987924,0,0,0,0,0,0
-29.9893447,-51.1954765,3,2,1,0,0,0
-29.9893427,-51.1228085,2,0,2,0,0,0
-29.9893209,-51.1887167,10,0,10,0,0,0
-29.9893113,-51.135723,2,2,0,0,0,0
-29.9892492,-51.1955078,4,3,1,0,0,0
-29.9891845,-51.1979811,1,1,0,0,0,0
-29.9891653,-51.198107,2,2,0,0,0,0
-29.9889787,-51.1348001,2,0,0,0,0,1
-29.9888947,-51.1949917,8,1,7,0,0,0
-29.9887868,-51.1973771,3,3,0,0,0,0
-29.98876,-51.1945762,9,8,1,0,0,0
-29.9886095,-51.3088052,6,4,1,0,0,1
-29.9884953,-51.19481,7,1,6,0,0,0
-29.9884801,-51.188121,8,4,2,0,0,2
-29.9884237,-51.1952083,14,12,2,0,0,0
-29.9882505,-51.1950282,3,2,1,0,0,0
-29.9882219,-51.1972111,7,4,2,0,0,1
-29.9881932,-51.1914314,10,6,2,0,0,1
-29.9881403,-51.1882022,189,181,0,0,0,7
-29.9879923,-51.1355582,3,0,1,0,0,2
-29.9879141,-51.1702626,3,3,0,0,0,0
-29.9878289,-51.1702368,98,98,0,0,0,0
-29.9878166,-51.1294422,1,0,0,0,0,1
-29.9878162,-51.3126238,2,2,0,0,0,0
-29.9877712,-51.1355582,1,1,0,0,0,0
-29.9876901,-51.1905124,3,2,1,0,0,0
-29.9876432,-51.1159754,1,1,0,0,0,0
-29.987643,-51.2579452,8,6,3,0,0,0
-29.9876081,-51.1352439,2,0,2,0,0,0
-29.9875363,-51.1927924,4,4,0,0,0,0
-29.9875267,-51.1296501,3,1,2,0,0,0
-29.9874913,-51.196192,4,1,2,0,0,1
-29.987483,-51.157697,4,1,3,0,0,0
-29.9873953,-51.1570913,1,1,0,0,0,0
-29.9873784,-51.1156412,31,1,30,0,0,0
-29.9873377,-51.3072752,1,0,1,0,0,0
-29.9872949,-51.3074511,3,0,3,0,0,0
-29.9872939,-51.1679342,6,4,2,0,0,0
-29.9872872,-51.1300583,4,2,0,0,0,2
-29.9871589,-51.1160156,5,1,0,0,0,4
-29.9871326,-51.3097729,23,23,0,0,0,0
-29.987048,-51.12879,0,0,0,0,0,0
-29.9870145,-51.1958807,3,3,0,0,0,0
-29.9870067,-51.1898931,4,4,0,0,0,0
-29.9869859,-51.1253637,1,1,0,0,0,0
-29.9869157,-51.1979148,5,2,2,0,0,1
-29.9868811,-51.188475,5,4,2,0,0,0
-29.986792,-51.1925486,5,1,0,0,2,2
-29.9867632,-51.1924979,7,5,2,0,0,0
-29.9867525,-51.1883742,5,4,1,0,0,1
-29.9867166,-51.080107,14,11,2,0,0,0
-29.98669,-51.19173,3,3,0,0,0,0
-29.9866815,-51.1316276,5,0,5,0,0,0
-29.9866371,-51.1254111,4,2,2,0,0,0
-29.9866298,-51.1807824,2,2,0,0,0,0
-29.9866225,-51.1269562,4,2,2,0,0,0
-29.9865331,-51.1945834,11,3,8,0,0,0
-29.9865061,-51.1961303,4,2,2,0,0,0
-29.9864396,-51.124537,8,4,4,0,0,0
-29.98641,-51.19138,4,3,0,0,0,0
-29.98637,-51.1890359,6,5,0,0,1,0
-29.9863235,-51.1158215,2,1,0,0,0,1
-29.9862754,-51.1922855,4,3,0,0,0,1
-29.9862553,-51.1918384,4,2,2,0,0,0
-29.9862464,-51.1966438,4,4,0,0,0,0
-29.9862353,-51.1299702,5,0,5,0,0,0
-29.9862328,-51.186666,4,4,0,0,0,0
-29.9861662,-51.1551801,81,2,80,0,0,0
-29.9861642,-51.1551393,47,0,47,0,0,0
-29.9861358,-51.1961401,4,3,1,0,0,0
-29.9861075,-51.1989813,6,3,3,0,0,0
-29.9860487,-51.1343852,1,0,1,0,0,0
-29.9860146,-51.1969229,4,3,0,0,0,1
-29.9859915,-51.1237064,8,8,0,0,0,0
-29.9859579,-51.196577,4,3,1,0,0,0
-29.9858922,-51.1229961,6,1,5,0,0,0
-29.9858743,-51.1940762,1,1,0,0,0,0
-29.9858003,-51.1982085,6,4,1,0,0,1
-29.9857811,-51.1261801,10,10,0,0,0,0
-29.9857766,-51.1983126,5,4,0,0,0,1
-29.9857136,-51.1240166,2,2,0,0,0,0
-29.9856903,-51.1237308,15,14,0,0,0,1
-29.9856382,-51.1625527,1,1,0,0,0,0
-29.9855838,-51.1985498,4,4,0,0,0,0
-29.9855597,-51.3082167,3,1,2,0,0,0
-29.9855357,-51.1578517,1,1,0,0,0,0
-29.9855222,-51.1572082,1,1,0,0,0,0
-29.9855149,-51.1981006,7,7,0,0,0,0
-29.9854652,-51.1231191,4,4,0,0,0,0
-29.9854601,-51.1282768,4,2,2,0,0,0
-29.985405,-51.3082045,9,8,1,0,0,0
-29.9853703,-51.1977988,2,2,0,0,0,0
-29.9852735,-51.1987029,2,2,0,0,0,0
-29.985268,-51.1578592,1,1,0,0,0,0
-29.9849767,-51.1230549,30,26,0,0,1,3
-29.9849581,-51.1947558,4,2,0,0,0,2
-29.9849204,-51.1594791,1,1,0,0,0,0
-29.9848599,-51.1877999,35,34,0,0,0,0
-29.9848443,-51.1132918,1,0,0,0,0,1
-29.9847833,-51.1318235,3,3,0,0,0,0
-29.9847567,-51.1234502,13,10,2,0,0,1
-29.9846569,-51.1879144,2,2,0,0,0,0
-29.9846528,-51.0802206,12,5,7,0,0,0
-29.9846124,-51.1955734,3,3,0,0,0,0
-29.9846,-51.1316525,2,2,0,0,0,0
-29.9845951,-51.1965806,2,2,0,0,0,0
-29.9845496,-51.1259352,1,1,0,0,0,0
-29.9845418,-51.3102786,2,2,0,0,0,0
-29.984268,-51.1943088,1,1,0,0,0,0
-29.9842669,-51.1657999,2,2,0,0,0,0
-29.9842622,-51.1917514,30,30,0,0,0,0
-29.9842392,-51.1966878,4,2,2,0,0,0
-29.9841925,-51.1943395,48,34,12,0,0,2
-29.9841482,-51.1942943,37,25,10,0,1,1
-29.9840441,-51.1939856,6,6,0,0,0,0
-29.9840175,-51.1239451,3,3,0,0,0,0
-29.9839103,-51.1342259,4,2,2,0,0,0
-29.9839055,-51.1968301,14,6,6,0,0,2
-29.9838598,-51.1981352,9,6,3,0,0,0
-29.983797,-51.179908,2,2,0,0,0,0
-29.9837807,-51.1337004,15,10,5,0,0,0
-29.9837315,-51.1953721,4,3,1,0,0,0
-29.9837174,-51.124782,2,0,2,0,0,0
-29.9837087,-51.1943506,4,3,0,0,0,1
-29.9836412,-51.1945958,2,1,0,0,0,1
-29.9836376,-51.1990423,1,0,1,0,0,0
-29.9836176,-51.1960339,2,2,0,0,0,0
-29.9836001,-51.1987186,2,1,1,0,0,0
-29.9835931,-51.1974143,4,2,1,0,0,1
-29.9835235,-51.1295793,4,3,0,0,0,1
-29.9833382,-51.1964164,2,0,0,0,0,2
-29.983253,-51.1938718,24,14,6,0,0,4
-29.9831981,-51.191629,2,2,0,0,0,0
-29.9831479,-51.1942642,4,4,0,0,0,1
-29.9830613,-51.1863391,4,2,1,0,0,0
-29.9830342,-51.1142612,2,2,0,0,0,0
-29.983013,-51.1958597,9,9,0,0,0,0
-29.9828923,-51.1969725,45,40,0,0,0,5
-29.9827975,-51.1329569,2,0,2,0,0,0
-29.9827455,-51.1935458,3,1,2,0,0,0
-29.9827395,-51.197164,3,3,0,0,0,0
-29.9826872,-51.1952044,4,1,1,0,0,2
-29.9826742,-51.1952291,2,2,0,0,0,0
-29.9826217,-51.1994259,1,0,1,0,0,0
-29.9825364,-51.1937382,1,0,0,0,0,1
-29.9824753,-51.1359712,2,0,2,0,0,0
-29.9824174,-51.2000267,3,2,0,0,0,1
-29.9823469,-51.1861171,2,2,0,0,0,0
-29.9823408,-51.1954824,4,1,3,0,0,0
-29.9823137,-51.1920392,2,2,0,0,0,0
-29.9823123,-51.1936704,4,2,2,0,0,0
-29.9822912,-51.1830758,3,2,1,0,0,0
-29.9822776,-51.1902309,4,1,3,0,0,1
-29.9821869,-51.1234227,1,0,1,0,0,0
-29.9820741,-51.1953055,3,2,1,0,0,0
-29.9820525,-51.1965105,5,2,0,0,0,3
-29.9820113,-51.1952578,2,2,0,0,0,0
-29.9818964,-51.1359985,3,0,3,0,0,0
-29.9818721,-51.1954791,2,1,1,0,0,0
-29.9817706,-51.1968255,8,8,0,0,0,0
-29.9817543,-51.1932026,3,3,0,0,0,0
-29.981587,-51.1946759,1,0,1,0,0,0
-29.9814464,-51.1927341,3,3,0,0,0,0
-29.9814447,-51.1317808,10,0,10,0,0,0
-29.9813854,-51.1791277,3,3,0,0,0,0
-29.9813827,-51.1792939,20,20,0,0,0,0
-29.9811749,-51.1950838,3,2,1,0,0,0
-29.9811651,-51.1951655,2,2,0,0,0,0
-29.981102,-51.1929487,6,6,0,0,0,0
-29.9810623,-51.1848909,2,1,0,0,0,0
-29.9809129,-51.171858,10,10,0,0,0,0
-29.9808471,-51.1779012,5,5,0,0,0,0
-29.9808422,-51.1977283,1,0,1,0,0,0
-29.9807534,-51.1370907,5,2,3,0,0,0
-29.980669,-51.1919431,12,10,2,0,0,0
-29.9806642,-51.1938139,29,11,18,0,0,0
-29.9806422,-51.1242615,5,3,2,0,0,1
-29.9805844,-51.1932847,7,1,6,0,0,0
-29.980523,-51.1844274,17,16,1,0,0,0
-29.9805107,-51.1893749,3,3,0,0,0,0
-29.9804937,-51.186034,3,3,0,0,0,0
-29.9804833,-51.185179,2,2,0,0,0,0
-29.9804216,-51.1890768,5,4,0,0,0,0
-29.9803992,-51.1248724,4,0,4,0,0,0
-29.98027,-51.18965,2,1,1,0,0,0
-29.9801731,-51.1855666,13,13,0,0,0,0
-29.980161,-51.1896127,27,27,0,0,0,0
-29.9801554,-51.1327132,8,8,0,0,0,0
-29.980068,-51.1889871,6,3,2,0,0,1
-29.9800439,-51.1979845,3,3,0,0,0,0
-29.9800005,-51.1968365,4,3,1,0,0,0
-29.97998,-51.18929,3,3,0,0,0,0
-29.9799531,-51.1871911,30,30,0,0,0,0
-29.9799259,-51.1902299,6,4,0,0,0,2
-29.979919,-51.189296,4,4,0,0,0,0
-29.9798607,-51.1862124,9,5,4,0,0,0
-29.97985,-51.19693,7,3,4,0,0,0
-29.9798101,-51.1839133,1,1,0,0,0,0
-29.9798073,-51.1852472,3,3,0,0,0,0
-29.9798022,-51.1871606,5,5,0,0,0,0
-29.9797864,-51.1867771,4,4,0,0,0,0
-29.9797218,-51.186182,3,3,0,0,0,0
-29.9796908,-51.1869508,4,3,1,0,0,0
-29.9796658,-51.1336714,5,4,1,0,0,0
-29.9795648,-51.1896897,4,3,1,0,0,0
-29.9795374,-51.1892271,1,1,0,0,0,0
-29.9795117,-51.1313953,2,0,2,0,0,0
-29.9794963,-51.1921005,1,1,0,0,0,0
-29.97943,-51.18639,8,5,2,0,0,0
-29.9794153,-51.1988199,3,2,0,0,0,0
-29.979388,-51.186465,1,0,0,0,0,1
-29.9793505,-51.1936995,4,3,0,0,0,2
-29.979312,-51.191666,2,2,0,0,0,0
-29.9792931,-51.1355154,10,1,9,0,0,0
-29.9792831,-51.185041,6,5,0,0,0,1
-29.9792549,-51.1740752,2,1,0,0,0,1
-29.97925,-51.18384,2,2,1,0,0,0
-29.97925,-51.1303441,3,2,1,0,0,0
-29.979235,-51.1903549,4,3,1,0,0,0
-29.9792147,-51.1919894,6,4,0,0,0,2
-29.979212,-51.190227,3,2,1,0,0,0
-29.979203,-51.1939453,2,2,0,0,0,0
-29.9791911,-51.1859833,4,2,1,0,0,0
-29.9791729,-51.1845985,9,8,0,0,0,1
-29.9791322,-51.1895471,2,1,1,0,0,0
-29.9791307,-51.1919968,3,1,1,0,0,0
-29.9791278,-51.1904905,2,2,0,0,0,0
-29.9791197,-51.1923352,4,4,0,0,0,0
-29.9791175,-51.1937455,2,2,0,0,0,0
-29.97909,-51.18374,2,0,1,0,0,1
-29.979087,-51.1895298,3,3,0,0,0,0
-29.9790832,-51.1866085,4,3,1,0,0,0
-29.9790734,-51.1888599,4,2,0,0,0,1
-29.9790599,-51.1904645,2,2,0,0,0,0
-29.9789982,-51.1747745,8,3,5,0,0,0
-29.9789596,-51.1861086,5,3,1,0,0,1
-29.9789527,-51.1378155,2,2,0,0,0,0
-29.9789228,-51.18771,9,8,1,0,0,0
-29.9789206,-51.1970907,3,2,1,0,0,0
-29.978915,-51.1965015,4,1,2,0,0,1
-29.9788757,-51.1868688,10,6,4,0,0,0
-29.9788668,-51.1809867,2,2,0,0,0,0
-29.97884,-51.18891,3,2,1,0,0,0
-29.9787795,-51.1844245,4,4,0,0,0,0
-29.9787163,-51.1847137,4,2,2,0,0,0
-29.9787038,-51.1929156,13,13,0,0,0,0
-29.9787021,-51.1893992,8,6,1,0,0,0
-29.9786998,-51.1938613,6,3,2,0,0,0
-29.9786965,-51.1945525,9,0,9,0,0,0
-29.978688,-51.1747054,11,5,5,0,0,1
-29.978671,-51.1815791,19,14,5,0,0,0
-29.97866,-51.1745674,10,4,5,0,0,1
-29.9786376,-51.188007,3,3,0,0,0,0
-29.9785802,-51.1848041,5,2,3,0,0,0
-29.978552,-51.186507,8,5,3,0,0,0
-29.978536,-51.1896031,5,3,1,0,0,1
-29.9785139,-51.1251607,5,0,5,0,0,0
-29.9784668,-51.1875241,4,3,0,0,0,1
-29.9784579,-51.1864942,4,3,1,0,0,1
-29.9784291,-51.1859612,2,1,0,0,0,0
-29.9784291,-51.1277722,3,3,0,0,0,0
-29.9784193,-51.1237206,8,2,6,0,0,0
-29.97841,-51.18614,6,4,0,0,0,2
-29.978359,-51.1339757,2,0,2,0,0,0
-29.9783232,-51.1828411,4,3,1,0,0,1
-29.9783204,-51.1932452,4,4,0,0,0,0
-29.9782572,-51.195737,5,5,0,0,0,0
-29.9782337,-51.1885928,4,1,1,0,0,1
-29.9781206,-51.1862041,43,40,3,0,0,0
-29.9781139,-51.1347533,6,0,6,0,0,0
-29.9780852,-51.1254,0,0,0,0,0,0
-29.9780459,-51.1841552,2,2,0,0,0,0
-29.9779506,-51.1943828,5,0,5,0,0,0
-29.9778739,-51.1876875,6,4,0,0,0,2
-29.9778564,-51.1945705,2,2,0,0,0,0
-29.9778153,-51.1857678,4,3,1,0,0,0
-29.97781,-51.18292,11,9,2,0,0,1
-29.9777939,-51.1914763,3,1,2,0,0,0
-29.9777514,-51.1851513,6,5,1,0,0,0
-29.9777408,-51.1847917,6,6,0,0,0,0
-29.9777255,-51.1842607,4,2,1,0,0,1
-29.9777232,-51.1867106,4,1,2,0,0,0
-29.9777102,-51.1933664,7,5,0,0,0,2
-29.977701,-51.1929827,8,5,3,0,0,0
-29.9776821,-51.1879243,4,3,1,0,0,0
-29.9776696,-51.1852076,1,1,0,0,0,0
-29.977645,-51.1915592,16,0,16,0,0,0
-29.97761,-51.18621,3,1,1,0,0,1
-29.9775867,-51.1853352,2,1,1,0,0,0
-29.9775546,-51.1936272,3,3,0,0,0,0
-29.9775219,-51.1862599,5,3,1,0,0,1
-29.9774379,-51.1925885,5,3,2,0,0,0
-29.9774339,-51.1941121,3,3,0,0,0,0
-29.9773864,-51.1918044,1,0,0,0,0,1
-29.977386,-51.1942975,6,4,2,0,0,0
-29.9773329,-51.1939599,8,6,2,0,0,0
-29.9772616,-51.1752676,3,3,0,0,0,0
-29.9772471,-51.1911844,6,6,0,0,0,0
-29.9771526,-51.172775,4,3,1,0,0,0
-29.9771008,-51.1826651,4,2,1,0,0,1
-29.9770144,-51.1800016,1,1,0,0,0,0
-29.9770005,-51.1932158,8,8,0,0,0,0
-29.9769716,-51.1939752,5,5,0,0,0,0
-29.9769628,-51.1955844,1,1,0,0,0,0
-29.9769436,-51.1951189,3,2,1,0,0,0
-29.9769333,-51.1941295,6,2,4,0,0,0
-29.9767533,-51.1927251,7,4,3,0,0,0
-29.9766662,-51.1930888,3,2,1,0,0,0
-29.9764826,-51.1951189,5,4,1,0,0,0
-29.9764826,-51.1721987,5,2,3,0,0,0
-29.9763625,-51.1936121,8,8,0,0,0,0
-29.9763471,-51.171916,5,3,2,0,0,0
-29.9763343,-51.1961656,6,4,2,0,0,0
-29.9761785,-51.1718597,5,3,2,0,0,0
-29.9761164,-51.1944016,2,2,0,0,0,0
-29.9761018,-51.1980018,10,7,2,0,0,1
-29.9760303,-51.1942291,9,6,3,0,0,1
-29.9756975,-51.1721064,5,3,2,0,0,0
-29.974475,-51.176033,2,2,0,0,0,0
-29.9741759,-51.1907483,13,12,0,0,0,0
-29.9741575,-51.1757603,2,2,0,0,0,0
-29.9739781,-51.1948118,6,3,0,0,2,0
-29.9739534,-51.1948182,2,1,1,0,0,0
-29.9739456,-51.190814,1,1,0,0,0,0
-29.9739279,-51.1914775,6,6,0,0,0,0
-29.9739241,-51.1909027,20,20,0,0,0,0
-29.9734677,-51.1927887,2,2,0,0,0,1
-29.9731782,-51.1795527,1,1,0,0,0,0
-29.9658002,-51.1930826,2,0,2,0,0,0
-29.9650881,-51.1937179,3,1,2,0,0,0
-29.9650518,-51.1932309,8,6,2,0,0,0
-29.964888,-51.1849406,2,0,2,0,0,0
-29.9643865,-51.1922552,6,3,3,0,0,0
-29.9643862,-51.195942,2,1,1,0,0,0
-29.9643707,-51.1817189,2,0,2,0,0,0
-29.9641166,-51.1913813,4,3,1,0,0,0
-29.9639544,-51.1983131,6,3,2,0,1,0
-29.9637381,-51.1852486,7,2,5,0,0,0
-29.9636758,-51.1989744,2,0,2,0,0,0
-29.9618844,-51.1864799,3,2,1,0,0,0
-29.9615198,-51.1889134,3,0,3,0,0,0
-29.9611159,-51.16725,12,8,4,0,0,0
-29.9600216,-51.1965571,8,5,3,0,0,0
-29.9595844,-51.1944189,4,0,4,0,0,0
-29.9594645,-51.1806415,4,0,4,0,0,0
-29.9590156,-51.187877,40,40,0,0,0,0
-29.9586093,-51.1781338,4,4,0,0,0,0
-29.9586083,-51.172893,3,2,0,0,0,1
-29.9581146,-51.1812758,2,2,0,0,0,0
-29.9574866,-51.1782138,1,0,1,0,0,0
-29.9568747,-51.1890768,4,1,3,0,0,0
-29.956701,-51.1993912,3,3,0,0,0,0
-29.956678,-51.1984813,2,1,0,0,0,0
-29.9565901,-51.1982244,8,8,1,0,0,0
-29.9564799,-51.1989377,4,3,0,0,0,0
-29.9562525,-51.189843,2,1,1,0,0,0
-29.9562525,-51.1771176,30,0,30,0,0,0
-29.9561932,-51.1930405,2,1,1,0,0,0
-29.9561299,-51.1976613,6,2,4,0,0,0
-29.9548185,-51.1878918,3,3,0,0,0,0
-29.954743,-51.187139,13,11,1,0,0,1
-29.9545716,-51.1856445,6,4,0,0,0,2
-29.9533402,-51.1868294,2,0,2,0,0,0
-29.9530519,-51.186391,5,5,0,0,0,0
-29.952599,-51.1878305,11,5,6,0,0,0
-29.9509745,-51.1873377,12,6,3,0,1,2
-29.9507605,-51.1770841,3,2,0,0,1,0
-29.9507521,-51.1770516,3,1,1,0,0,1
-29.950511,-51.17721,2,1,1,0,0,0
-29.9505085,-51.1772005,20,20,0,0,0,0
-29.9503329,-51.1758018,3,1,2,0,0,0
-29.9501266,-51.1830602,1,0,1,0,0,0
-29.9491069,-51.1899349,0,0,0,0,0,0
-29.9490054,-51.1898107,2,0,2,0,0,0
-29.9484815,-51.1814361,2,0,0,0,0,2
-29.9480294,-51.188079,4,2,2,0,0,0
-29.9479564,-51.1882192,2,2,0,0,0,0
-29.9478418,-51.1882494,2,2,0,0,0,0
-29.9474445,-51.183399,17,8,0,0,0,10
-29.9472845,-51.1851644,3,2,0,0,1,0
-29.9472648,-51.1851529,13,12,1,0,0,0
-29.9471831,-51.1887494,4,2,2,0,0,0
-29.9471394,-51.1887511,4,3,0,0,0,1
-29.9467989,-51.1874219,1,1,0,0,0,0
-29.9463514,-51.1856494,4,4,0,0,0,0
-29.9457416,-51.0989724,3,2,0,0,1,0
-29.9451524,-51.1903008,1,1,0,0,0,0
-29.9450873,-51.1809733,6,6,0,0,0,0
-29.9445277,-51.1904523,1,1,0,0,0,0
-29.9441817,-51.1942377,2,0,2,0,0,0
-29.9440927,-51.1887091,11,5,6,0,0,0
-29.9435352,-51.1886302,3,2,1,0,0,0
-29.9427336,-51.1872217,3,1,0,0,0,2
-29.9425968,-51.1846843,9,0,9,0,0,0
-29.9425433,-51.1874424,2,2,0,0,0,0
-29.9412662,-51.188248,20,0,20,0,0,0
-29.9412661,-51.1813544,2,0,2,0,0,0
-29.9411435,-51.1878393,7,1,6,0,0,0
-29.9410314,-51.1842773,8,6,0,0,0,2
-29.9394884,-51.1823378,3,3,0,0,0,0
-29.9333293,-51.1948569,5,4,1,0,0,0
-29.932573,-51.194474,1,1,0,0,0,0
-29.9318821,-51.1974739,4,2,2,0,0,0
-29.9318821,-51.1944659,5,3,2,0,0,0
-29.9315122,-51.1944659,6,4,2,0,0,0
-29.9276253,-51.1916113,3,2,1,0,0,0
-29.9262191,-51.2208088,2,2,0,0,0,0
-29.9249901,-51.1962273,6,6,0,0,0,0
-29.9247539,-51.1975851,14,11,3,0,0,0
-29.9233982,-51.2027565,11,11,0,0,0,0
-29.9229744,-51.1823684,3,3,0,0,0,0
-29.9214911,-51.1896284,3,3,0,0,0,0
-29.9212864,-51.17954,1,1,0,0,0,0
-29.9207908,-51.1999879,9,1,8,0,0,0
-29.9200813,-51.1947569,3,1,2,0,0,0
-29.91932,-51.1916666,4,2,2,0,0,0
-29.9188946,-51.2013263,2,0,2,0,0,0
-29.9185048,-51.1925661,1,0,0,0,0,1
