lat,lng,sum,adult,animal,children,baby,elderly
-30.0240514,-51.215479,3,3,0,0,0,0
-30.023225,-51.210635,11,1,10,0,0,0
-30.0229349,-51.3102424,11,11,0,0,0,0
-30.021965,-51.2551981,9,1,8,0,0,0
-30.0218151,-51.2116082,2,1,0,0,0,1
-30.0214816,-51.211293,2,1,0,0,0,1
-30.0214259,-51.2104188,2,2,0,0,0,0
-30.020449,-51.2126145,6,4,1,0,0,0
-30.0195786,-51.2103921,13,8,5,0,0,0
-30.0189099,-51.2079541,1,0,0,0,0,1
-30.0186779,-51.1672324,2,2,0,0,0,0
-30.0185413,-51.1861403,1,0,0,0,0,1
-30.0181918,-51.3181412,3,3,0,0,0,0
-30.0181617,-51.2086545,5,1,4,0,0,0
-30.0176239,-51.3182745,8,6,1,0,0,0
-30.0173763,-51.3175102,5,5,0,0,0,0
-30.0172976,-51.2573623,4,0,4,0,0,0
-30.0167243,-51.2082884,4,1,1,0,0,2
-30.0165018,-51.3169556,3,2,0,0,1,0
-30.0162704,-51.2066279,2,1,0,0,0,1
-30.0160295,-51.2079169,2,2,0,0,0,0
-30.0159528,-51.3039594,5,4,0,0,0,1
-30.0155969,-51.3052836,1,0,0,0,0,1
-30.0155555,-51.3029657,2,1,0,0,0,1
-30.015534,-51.204579,1,1,0,0,0,0
-30.0154393,-51.2024153,3,3,0,0,0,0
-30.0150626,-51.2618518,1,0,1,0,0,0
-30.0149171,-51.2125501,1,0,0,0,0,1
-30.0145939,-51.2096746,2,1,0,0,0,1
-30.0141365,-51.2053323,3,1,0,0,0,2
-30.0137928,-51.3149921,6,4,1,0,0,1
-30.0137789,-51.2047186,3,0,3,0,0,0
-30.0134159,-51.161018,1,1,0,0,0,0
-30.0133142,-51.1984451,4,1,1,0,0,2
-30.0132917,-51.197862,5,3,1,0,0,1
-30.0132459,-51.2071776,2,1,1,0,0,0
-30.0131988,-51.1996358,10,0,7,0,0,3
-30.0130306,-51.3116941,5,5,0,0,0,0
-30.0129708,-51.3148284,19,14,1,0,1,3
-30.012935,-51.312022,15,12,3,0,0,0
-30.0127908,-51.2095927,7,2,5,0,0,0
-30.0127514,-51.2097411,5,3,2,0,0,0
-30.0126955,-51.2089095,17,2,15,0,0,0
-30.0126686,-51.1689715,1,1,0,0,0,0
-30.0125702,-51.1998755,11,5,5,0,0,1
-30.0123822,-51.1990887,1,1,0,0,0,0
-30.01232,-51.1991296,3,2,0,0,0,1
-30.0122859,-51.2056177,11,0,11,0,0,0
-30.012279,-51.3145479,2,2,0,0,0,0
-30.01213,-51.2046769,3,2,1,0,0,0
-30.0120755,-51.2043546,3,3,0,0,0,0
-30.0119524,-51.2015921,8,2,6,0,0,0
-30.0118202,-51.3169164,4,4,0,0,0,0
-30.0116321,-51.1960743,3,2,1,0,0,0
-30.0115272,-51.2040647,3,1,2,0,0,0
-30.0114113,-51.1969619,0,0,0,0,0,0
-30.0111108,-51.3110926,7,7,0,0,0,0
-30.0110797,-51.3111148,4,2,2,0,0,0
-30.011046,-51.206856,1,1,0,0,0,0
-30.0110403,-51.3110824,2,2,0,0,0,0
-30.0110077,-51.3160033,13,13,0,0,0,0
-30.0109802,-51.2056038,3,3,0,0,0,0
-30.0107428,-51.2037377,5,4,0,0,0,1
-30.0105499,-51.2065097,2,2,0,0,0,0
-30.0103998,-51.3117034,7,7,0,0,0,0
-30.0103536,-51.2026146,5,3,2,0,0,0
-30.0102479,-51.2067214,7,7,0,0,0,0
-30.0100917,-51.2030611,2,0,0,0,0,2
-30.0098854,-51.2080032,4,2,0,0,0,1
-30.0097422,-51.2011811,3,3,0,0,0,0
-30.009742,-51.201553,10,2,8,0,0,0
-30.0097185,-51.2051319,2,2,0,0,0,0
-30.0095764,-51.2042037,2,2,0,0,0,0
-30.0094298,-51.20197,2,0,0,0,0,2
-30.0093689,-51.2020446,1,1,0,0,0,0
-30.0091451,-51.1997529,2,2,0,0,0,0
-30.0090412,-51.1958602,5,2,2,0,0,1
-30.0089978,-51.2037479,2,0,0,0,0,2
-30.0089442,-51.3134773,85,75,10,0,0,0
-30.008725,-51.207709,3,3,0,0,0,0
-30.0087191,-51.2654776,2,0,2,0,0,0
-30.0085442,-51.2059856,1,1,0,0,0,0
-30.0082757,-51.2029379,8,4,3,0,0,2
-30.0080981,-51.1968778,1,1,0,0,0,0
-30.008098,-51.1947873,7,3,2,0,0,2
-30.0080851,-51.1986129,3,3,0,0,0,0
-30.0080414,-51.2041356,16,5,5,0,0,6
-30.0080097,-51.1987256,3,3,0,0,0,0
-30.0078855,-51.2064224,5,4,0,0,0,0
-30.007872,-51.1984704,5,2,3,0,0,0
-30.0078528,-51.1754591,4,2,2,0,0,0
-30.0078293,-51.3129656,6,5,1,0,0,0
-30.007818,-51.2030012,4,3,1,0,0,0
-30.0077777,-51.2056019,8,3,5,0,0,0
-30.007606,-51.3040785,2,1,0,0,0,0
-30.0074801,-51.2006517,7,1,5,0,0,1
-30.0074632,-51.19689,2,2,0,0,0,0
-30.0074631,-51.1949375,4,2,2,0,0,0
-30.0074515,-51.1970382,4,4,0,0,0,0
-30.0074423,-51.3040072,3,2,1,0,0,0
-30.0071589,-51.3115033,10,6,0,0,0,4
-30.0070266,-51.2010504,3,3,0,0,0,0
-30.0070119,-51.3122082,2,2,0,0,0,0
-30.0069692,-51.1337531,7,4,0,0,1,2
-30.0067913,-51.3077664,3,3,0,0,0,0
-30.0067861,-51.3100869,0,0,0,0,0,0
-30.0066725,-51.3056862,5,5,0,0,0,0
-30.0066137,-51.3152726,5,5,0,0,0,0
-30.0064781,-51.2014,10,6,3,0,0,1
-30.0064568,-51.1999336,4,2,2,0,0,0
-30.0064561,-51.3070527,4,4,0,0,0,0
-30.0063562,-51.1996156,3,2,1,0,0,0
-30.0063209,-51.2015263,2,2,0,0,0,0
-30.0062441,-51.2008084,7,6,0,0,0,0
-30.0061118,-51.3036807,16,1,15,0,0,0
-30.0060965,-51.1948356,4,3,1,0,0,0
-30.0057129,-51.2006354,1,1,0,0,0,0
-30.0056857,-51.30891,507,507,0,0,0,0
-30.0056687,-51.2666966,3,3,0,0,0,0
-30.0054051,-51.2034204,2,2,0,0,0,0
-30.0052371,-51.2021476,5,3,2,0,0,0
-30.0051418,-51.1903241,5,4,1,0,0,0
-30.0050934,-51.1976383,30,25,5,0,0,0
-30.0050799,-51.196228,4,3,1,0,0,0
-30.0050315,-51.3226076,1173,755,3,0,179,237
-30.0048426,-51.1984553,2,2,0,0,0,0
-30.0048384,-51.2032125,1,1,0,0,0,0
-30.00483,-51.3208674,0,0,0,0,0,0
-30.0048181,-51.3223128,503,503,0,0,0,0
-30.0047941,-51.2018499,9,6,3,0,0,0
-30.0046626,-51.2015424,5,3,1,0,0,1
-30.0046556,-51.1973663,3,2,0,0,1,0
-30.0046376,-51.1925489,1,1,0,0,0,0
-30.004527,-51.199848,2,0,0,0,0,2
-30.0044899,-51.3247126,15,15,0,0,0,0
-30.0044437,-51.1948532,3,2,0,0,0,1
-30.0042915,-51.1984362,1,0,0,0,0,0
-30.0040875,-51.2052003,6,5,1,0,0,0
-30.0040502,-51.3172828,5,1,3,0,0,1
-30.0040357,-51.1922276,1,1,0,0,0,0
-30.0039775,-51.1952611,7,0,7,0,0,0
-30.0036652,-51.1997462,4,4,0,0,0,0
-30.003612,-51.1965144,5,3,2,0,0,0
-30.0035927,-51.1963968,2,2,0,0,0,0
-30.0035241,-51.3115693,1,1,0,0,0,0
-30.0034381,-51.3052502,21,1,20,0,0,0
-30.0034346,-51.3192706,2,2,0,0,0,0
-30.0034105,-51.316782,10,9,1,0,0,0
-30.0034084,-51.1938258,2,2,0,0,0,0
-30.0034072,-51.316681,2,0,2,0,0,0
-30.0032046,-51.1976059,2,2,0,0,0,0
-30.0031973,-51.3184445,4,2,2,0,0,0
-30.0031571,-51.3284324,9,2,7,0,0,0
-30.0030965,-51.1897102,5,3,2,0,0,0
-30.0030062,-51.316159,0,0,0,0,0,0
-30.0029674,-51.3175919,13,11,0,0,0,1
-30.0029154,-51.3284529,4,4,0,0,0,0
-30.0028903,-51.317472,5,2,1,0,1,1
-30.0028444,-51.313375,3,0,2,0,0,1
-30.0027382,-51.1940476,3,3,0,0,0,0
-30.0026944,-51.3065176,2,2,0,0,0,0
-30.0025138,-51.3116411,20,20,0,0,0,0
-30.0024802,-51.3155116,1,1,0,0,0,0
-30.0024765,-51.3081479,5,4,0,0,0,1
-30.0024542,-51.31316,3,2,1,0,0,1
-30.002423,-51.3148079,7,4,3,0,0,0
-30.0023382,-51.3241113,4,3,1,0,0,0
-30.00232,-51.3155039,10,8,0,0,0,2
-30.0022884,-51.1969551,1,1,0,0,0,0
-30.002281,-51.3143985,8,8,0,0,0,0
-30.0022019,-51.3183084,4,3,1,0,0,0
-30.0021978,-51.3174691,3,3,0,0,0,0
-30.0021923,-51.3286725,10,8,2,0,0,1
-30.0021494,-51.1901292,3,3,0,0,0,0
-30.0021219,-51.3142986,2,2,0,0,0,0
-30.0021135,-51.3156471,8,6,1,0,0,0
-30.0020392,-51.1999151,2,1,0,0,0,1
-30.0019843,-51.3233651,7,7,0,0,0,0
-30.0019277,-51.3190352,4,1,3,0,0,0
-30.0019195,-51.3236761,9,7,2,0,0,0
-30.001901,-51.3188202,2,2,0,0,0,0
-30.0018355,-51.3190191,11,10,1,0,0,0
-30.0018006,-51.3234522,20,17,3,0,0,0
-30.0018006,-51.3233652,7,7,0,0,0,0
-30.001791,-51.3283042,3,1,1,0,0,1
-30.0017338,-51.3236813,4,4,0,0,0,0
-30.0017219,-51.3172869,10,6,3,0,0,1
-30.0016703,-51.3169426,1,1,0,0,0,0
-30.0016654,-51.3236681,10,6,4,0,0,0
-30.0016431,-51.3278182,2,0,2,0,0,0
-30.0016063,-51.1925093,3,2,1,0,0,0
-30.0015878,-51.3175305,8,4,2,0,0,1
-30.0015771,-51.3238876,4,3,1,0,0,0
-30.0015331,-51.3236639,8,2,6,0,0,0
-30.0015321,-51.314279,16,8,6,0,0,2
-30.0015242,-51.3238855,7,3,4,0,0,0
-30.0014854,-51.2005799,7,4,0,0,0,3
-30.0014725,-51.3281849,2,2,0,0,0,0
-30.0014541,-51.3155448,2,2,0,0,0,0
-30.0014169,-51.315271,3,3,0,0,0,0
-30.001329,-51.3274087,6,3,3,0,0,0
-30.001229,-51.3166033,13,9,0,0,0,4
-30.001195,-51.319032,5,1,4,0,0,0
-30.001124,-51.3236509,7,3,4,0,0,0
-30.0010776,-51.3262417,2,0,2,0,0,0
-30.0010758,-51.3156677,6,4,1,0,0,1
-30.0010274,-51.3148443,6,3,2,0,0,1
-30.000954,-51.3119975,2,1,0,0,0,1
-30.0009074,-51.3184927,6,6,0,0,0,0
-30.0008485,-51.3141017,4,4,0,0,0,0
-30.0007856,-51.3168335,60,60,0,0,0,0
-30.000769,-51.188339,14,14,0,0,0,0
-30.0007332,-51.318073,6,4,1,0,0,1
-30.0007252,-51.3153269,5,1,4,0,0,0
-30.0007041,-51.3188308,17,5,12,0,0,0
-30.000703,-51.1591349,9,0,4,0,2,3
-30.000684,-51.318964,3,2,1,0,0,0
-30.0006452,-51.314568,3,1,2,0,0,0
-30.000632,-51.190207,3,1,2,0,0,0
-30.0005827,-51.3145734,4,2,2,0,0,0
-30.000547,-51.316488,20,20,0,0,0,0
-30.0005205,-51.3183699,1,1,0,0,0,0
-30.0005172,-51.3128428,11,8,2,0,1,0
-30.0004705,-51.3151273,3,3,0,0,0,0
-30.000413,-51.315563,6,5,1,0,0,0
-30.0003971,-51.327204,2,2,0,0,0,0
-30.0003723,-51.3141733,11,11,0,0,0,0
-30.0003594,-51.3043892,5,0,5,0,0,0
-30.0003376,-51.3236927,30,25,5,0,1,0
-30.0003273,-51.1976796,4,3,1,0,0,0
-30.0002811,-51.3118909,1,1,1,0,0,0
-30.0002706,-51.3158007,7,3,3,0,0,1
-30.0002633,-51.314583,11,11,0,0,0,0
-30.000248,-51.19925,4,2,0,0,0,2
-30.0002477,-51.3171416,4,2,2,0,0,0
-30.0002268,-51.319814,5,5,0,0,0,0
-30.0002174,-51.3245907,8,5,2,0,0,0
-30.0001391,-51.3180423,4,4,0,0,0,0
-30.0001336,-51.3132193,28,28,0,0,0,0
-30.0001239,-51.3240164,1,1,0,0,0,0
-30.0001226,-51.3234522,11,9,0,0,0,2
-30.0001038,-51.315744,5,2,2,0,0,1
-30.0001008,-51.3240226,5,2,2,0,0,0
-30.0000799,-51.1986589,1,1,0,0,0,0
-30.0000592,-51.3260407,2,2,0,0,0,0
-30.0000354,-51.1877374,1,1,0,0,0,0
-30.0000218,-51.3186974,1,0,1,0,0,0
-29.9999805,-51.3278018,5,5,0,0,0,0
-29.999961,-51.3236825,25,23,0,0,0,2
-29.9999339,-51.3240902,2,2,0,0,0,0
-29.9999285,-51.3218501,1,0,1,0,0,0
-29.9998271,-51.3145567,3,2,0,0,0,0
-29.999822,-51.3271732,6,1,5,0,0,0
-29.9998067,-51.3277366,15,10,5,0,0,0
-29.9998028,-51.3230254,2,2,0,0,0,0
-29.9997977,-51.3158837,10,8,0,0,0,3
-29.9997869,-51.3142863,1,1,0,0,0,0
-29.9997816,-51.3154937,8,6,0,0,0,2
-29.9997428,-51.3165684,3,3,0,0,0,0
-29.9996663,-51.3165684,3,3,0,0,0,0
-29.9995242,-51.3237746,2,2,0,0,0,0
-29.999453,-51.3157919,4,4,0,0,0,0
-29.9994327,-51.3244258,1,0,0,0,0,1
-29.999402,-51.269346,6,0,6,0,0,0
-29.999395,-51.3219115,9,9,0,0,0,0
-29.9993888,-51.3151585,46,40,0,0,1,5
-29.9991668,-51.1965531,42,2,40,0,0,0
-29.9991613,-51.3109186,14,9,4,0,0,0
-29.9991199,-51.3129681,7,3,3,0,0,1
-29.9990282,-51.3158314,12,12,0,0,0,0
-29.9988703,-51.3098373,4,4,0,0,0,0
-29.9988682,-51.3161066,40,40,0,0,0,0
-29.9988166,-51.3132624,10,10,0,0,0,0
-29.9987547,-51.3131582,0,0,0,0,0,0
-29.9986011,-51.315804,5,2,2,0,0,1
-29.9985889,-51.2002535,0,0,0,0,0,0
-29.9985765,-51.3232038,2,2,0,0,0,0
-29.9984727,-51.192468,4,4,0,0,0,0
-29.9984172,-51.3158721,1,1,0,0,0,0
-29.9983911,-51.3276544,5,2,3,0,0,0
-29.99834,-51.3216588,10,2,8,0,0,0
-29.998295,-51.3239344,25,2,23,0,0,0
-29.9982759,-51.3214897,2,2,0,0,0,0
-29.9982441,-51.3251175,4,3,1,0,0,0
-29.9982239,-51.3251168,4,4,0,0,0,0
-29.9981946,-51.3224214,11,6,4,0,0,2
-29.9981477,-51.2031859,1,0,0,0,0,1
-29.9981052,-51.3172809,8,8,0,0,0,0
-29.9980927,-51.3241194,13,8,0,0,0,5
-29.998085,-51.3223824,5,5,0,0,0,0
-29.9980337,-51.3235096,12,11,0,0,0,1
-29.9978415,-51.3259857,4,3,0,0,0,0
-29.9977728,-51.1970862,2,1,1,0,0,0
-29.99776,-51.3257958,1,0,1,0,0,0
-29.9977547,-51.1977534,1,0,0,0,0,1
-29.9977255,-51.1842607,5,3,2,0,0,0
-29.9976951,-51.3222982,4,2,2,0,0,0
-29.9975995,-51.3264521,2,2,0,0,0,0
-29.9974161,-51.32515,11,6,4,0,0,0
-29.9974024,-51.3261048,3,1,2,0,0,0
-29.9973958,-51.208953,50,50,0,0,0,0
-29.9973101,-51.3272561,5,3,0,0,0,2
-29.997189,-51.3243717,4,4,0,0,0,0
-29.9971575,-51.3057306,12,6,6,0,0,0
-29.9971104,-51.3240715,2,0,2,0,0,0
-29.997108,-51.1920163,5,1,4,0,0,0
-29.9970978,-51.3143232,6,6,0,0,0,0
-29.9970824,-51.1919271,5,4,1,0,0,0
-29.9970613,-51.316118,5,5,0,0,0,0
